DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2009,158042.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2010,166458.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2011,173347.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2012,174564.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2013,178526.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2014,186986.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2015,198388.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2016,195980.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2017,202016.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2018,215188.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,HU,2019,227699.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2009,37350,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2010,36700,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2011,37500,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2012,38180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2013,38830,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2014,41900,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2015,55970,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2016,56870,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2017,61830,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2018,67080,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2019,72360,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IE,2020,74870,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2009,169519.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2010,167363.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2011,171683.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2012,175512.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2013,179411.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2014,194933.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2015,262800.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2016,270058.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2017,296925.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2018,326042.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2019,356526.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IE,2020,372868.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2009,143072.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2010,150765.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2011,155792.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2012,161214.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2013,162520.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2014,175510.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2015,244036.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2016,242941.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2017,261495.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2018,284698.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IE,2019,303197.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2009,29510,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2010,32650,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2011,34280,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2012,35800,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2013,37470,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2014,41150,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2015,47750,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2016,56070,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2017,63830,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2018,63070,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2019,61570,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IS,2020,51910,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2009,9419.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2010,10383.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2011,10934.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2012,11479.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2013,12132.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2014,13472.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2015,15795.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2016,18804.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2017,21917.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2018,22243.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2019,22200.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IS,2020,19025.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2009,10142.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2010,9680.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2011,9854.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2012,10184.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2013,10565.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2014,11104.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2015,12237.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2016,12818.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2017,13366.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2018,14210.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IS,2019,14877.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2009,26480,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2010,26940,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2011,27470,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2012,26990,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2013,26740,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2014,26980,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2015,27480,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2016,28210,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2017,28940,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2018,29580,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2019,30050,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,IT,2020,27810,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2009,1577255.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2010,1611279.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2011,1648755.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2012,1624358.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2013,1612751.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2014,1627405.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2015,1655355.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2016,1695786.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2017,1736592.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2018,1771391.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2019,1794934.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,IT,2020,1653577.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2009,1555479.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2010,1594884.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2011,1639769.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2012,1642367.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2013,1607398.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2014,1622538.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2015,1684892.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2016,1729644.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2017,1761052.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2018,1799930.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,IT,2019,1842264.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2013,128380,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2014,133180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2015,148440,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2016,147270,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2017,148690,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2018,149300,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LI,2019,152490,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2013,4812.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2014,5021.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2015,5649.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2016,5637.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2017,5734.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2018,5790.5,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LI,2019,5971.8,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2009,8500,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2010,9050,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2011,10340,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2012,11180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2013,11850,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2014,12480,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2015,12860,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2016,13560,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2017,14950,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2018,16250,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2019,17490,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LT,2020,17710,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2009,26897.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2010,28033.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2011,31317.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2012,33410.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2013,35039.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2014,36581.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2015,37345.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2016,38889.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2017,42276.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2018,45514.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2019,48859.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LT,2020,49507.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2009,43587.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2010,47634.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2011,52288.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2012,55801.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2013,58078.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2014,60946.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2015,62978.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2016,63379.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2017,66807.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2018,70384.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LT,2019,74399.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2009,78380,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2010,83550,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2011,85330,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2012,87540,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2013,90030,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2014,92760,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2015,95090,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2016,96230,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2017,97440,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2018,99150,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2019,100890,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LU,2020,101760,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2009,39050.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2010,42402.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2011,44323.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2012,46526.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2013,49094.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2014,51791.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2015,54142.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2016,56208.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2017,58168.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2018,60362.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2019,62704.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LU,2020,64221.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2009,32895.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2010,35055.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2011,36951.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2012,38790.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2013,40298.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2014,43197.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2015,46193.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2016,47144.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2017,47972.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2018,49243.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LU,2019,50801.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2009,8830,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2010,8550,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2011,9550,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2012,10870,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2013,11320,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2014,11850,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2015,12430,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2016,12950,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2017,13900,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2018,15130,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2019,16020,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,LV,2020,15530,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2009,18922.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2010,17937.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2011,19666.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2012,22097.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2013,22791.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2014,23625.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2015,24572.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2016,25371.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2017,26984.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2018,29153.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2019,30647.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,LV,2020,29511.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2009,27733.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2010,28422.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2011,29915.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2012,32744.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2013,33483.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2014,35015.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2015,37130.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2016,37414.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2017,38962.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2018,41022.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,LV,2019,42338.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2009,4840,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2010,5050,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2011,5270,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2012,5130,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2013,5410,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2014,5560,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2015,5870,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2016,6350,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2017,6910,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2018,7490,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2019,7960,
