DATAFLOW,LAST UPDATE,freq,na_item,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,ME,2020,6740,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2009,2993.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2010,3125.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2011,3264.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2012,3181.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2013,3362.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2014,3457.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2015,3654.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2016,3954.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2017,4299.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2018,4663.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2019,4950.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,ME,2020,4185.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2009,6124.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2010,6463.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2011,6771.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2012,6504.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2013,6788.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2014,7048.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2015,7640.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2016,8092.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2017,8570.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2018,9262.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,ME,2019,9963.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2009,3300,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2010,3460,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2011,3660,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2012,3680,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2013,3950,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2014,4140,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2015,4380,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2016,4660,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2017,4840,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MK,2018,5170,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2009,6766.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2010,7108.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2011,7544.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2012,7584.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2013,8149.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2014,8562.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2015,9072.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2016,9656.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2017,10038.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2018,10744.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2019,11209.1,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MK,2020,10766.3,e
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2009,17174.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2010,17866.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2011,18157.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2012,18567.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2013,19304.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2014,20482.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2015,21617.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2016,22417.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2017,22795.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2018,23991.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MK,2019,25137.2,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2009,15180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2010,16440,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2011,16630,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2012,17530,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2013,18650,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2014,20120,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2015,22450,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2016,23190,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2017,25530,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2018,26750,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2019,27830,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,MT,2020,25310,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2009,6259.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2010,6815.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2011,6924.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2012,7364.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2013,7944.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2014,8751.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2015,9996.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2016,10566.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2017,11959.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2018,12979.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2019,14047.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,MT,2020,13054.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2009,8361.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2010,9111.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2011,9100.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2012,9603.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2013,10109.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2014,11005.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2015,12533.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2016,12950.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2017,14267.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2018,15357.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,MT,2019,16717.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2009,37800,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2010,38470,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2011,38960,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2012,38970,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2013,39300,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2014,39820,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2015,40730,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2016,41590,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2017,43090,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2018,44920,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2019,46880,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NL,2020,45870,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2009,624842.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2010,639187.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2011,650359.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2012,652966.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2013,660463.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2014,671560.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2015,690008.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2016,708337.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2017,738146.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2018,773987.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2019,813055.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NL,2020,800095.0,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2009,560270.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2010,572737.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2011,586950.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2012,598798.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2013,608071.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2014,612301.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2015,640509.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2016,636284.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2017,660249.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2018,689293.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NL,2019,710222.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2009,57620,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2010,66220,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2011,72350,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2012,79000,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2013,77440,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2014,73180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2015,66980,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2016,63690,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2017,66950,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2018,69710,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2019,67730,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,NO,2020,59180,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2009,278246.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2010,323760.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2011,358339.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2012,396523.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2013,393408.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2014,375947.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2015,347632.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2016,333471.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2017,353316.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2018,370294.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2019,362242.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,NO,2020,318335.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2009,203358.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2010,216709.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2011,232002.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2012,247965.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2013,249951.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2014,249623.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2015,235510.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2016,220449.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2017,236463.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2018,255823.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,NO,2019,250795.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2009,8240,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2010,9400,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2011,9860,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2012,10070,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2013,10190,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2014,10630,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2015,11190,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2016,11110,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2017,12170,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2018,12960,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2019,13900,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PL,2020,13650,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2009,317040.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2010,362190.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2011,379860.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2012,387947.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2013,392310.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2014,408967.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2015,430465.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2016,427091.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2017,467426.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2018,497842.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2019,533599.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PL,2020,523667.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2009,558360.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2010,613475.0,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2011,655624.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2012,683318.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2013,686758.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2014,714104.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2015,767207.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2016,768400.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2017,798742.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2018,838963.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PL,2019,891795.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2009,16600,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2010,16990,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2011,16680,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2012,16010,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2013,16300,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2014,16640,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2015,17350,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2016,18060,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2017,19020,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2018,19950,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2019,20840,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,PT,2020,19430,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2009,175416.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2010,179610.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2011,176096.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2012,168295.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2013,170492.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2014,173053.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2015,179713.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2016,186489.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2017,195947.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2018,205184.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2019,214374.6,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,PT,2020,200087.6,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2009,212703.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2010,220580.8,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2011,213251.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2012,210167.7,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2013,214676.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2014,220455.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2015,230998.5,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2016,233197.4,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2017,238127.1,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2018,248179.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MPPS,PT,2019,260761.2,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2009,6150,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2010,6200,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2011,6540,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2012,6620,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2013,7190,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2014,7570,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2015,8080,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2016,8630,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2017,9580,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2018,10500,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2019,11520,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_EUR_HAB,RO,2020,11330,p
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,RO,2009,125213.9,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,RO,2010,125472.3,
ESTAT:TEC00001(1.0),21/10/21 23:00:00,A,B1GQ,CP_MEUR,RO,2011,131841.6,
